,Home_Team,Away_Team,Result,Link,Season,Round,League,reduced_link,Date_New,Referee,Home_Yellow,Home_Red,Away_Yellow,Away_Red,Categorical Result
251,Middlesbrough,Rotherham United,0-3,https://www.besoccer.com/match/middlesbrough-fc/rotherham-united/202175844,2021,21,championship,/match/middlesbrough-fc/rotherham-united/2021,"Wednesday, 27 January 2021, 20:00", Salisbury G.,0,0,0,0,Away Win
252,Birmingham City,Derby County,0-4,https://www.besoccer.com/match/birmingham-city-fc/derby-county-fc/202175849,2021,22,championship,/match/birmingham-city-fc/derby-county-fc/2021,"Tuesday, 29 December 2020, 18:30", Harrington T.,0,0,1,0,Away Win
253,Sheffield Wednesday,Middlesbrough,2-1,https://www.besoccer.com/match/sheffield-wednesday-fc/middlesbrough-fc/202175857,2021,22,championship,/match/sheffield-wednesday-fc/middlesbrough-fc/2021,"Tuesday, 29 December 2020, 20:00", Eltringham G.,2,0,2,0,Home Win
254,Huddersfield Town,Blackburn Rovers,2-1,https://www.besoccer.com/match/huddersfield-town-fc/blackburn-rovers-fc/202175851,2021,22,championship,/match/huddersfield-town-fc/blackburn-rovers-fc/2021,"Tuesday, 29 December 2020, 20:45", Donohue M.,3,0,2,0,Home Win
255,Luton Town,Bristol City,2-1,https://www.besoccer.com/match/luton-town-fc/bristol-city-fc/202175852,2021,22,championship,/match/luton-town-fc/bristol-city-fc/2021,"Tuesday, 29 December 2020, 20:45", Ward G.,1,0,1,0,Home Win
256,Norwich City,Queens Park Rangers,1-1,https://www.besoccer.com/match/norwich-city-fc/queens-park-rangers-fc/202175854,2021,22,championship,/match/norwich-city-fc/queens-park-rangers-fc/2021,"Tuesday, 29 December 2020, 20:45", Langford O.,3,0,6,0,Draw
257,Preston North End,Coventry City,2-0,https://www.besoccer.com/match/preston-north-end/coventry-city/202175855,2021,22,championship,/match/preston-north-end/coventry-city/2021,"Tuesday, 29 December 2020, 20:45", Stroud K.,3,0,0,0,Home Win
258,Rotherham United,Barnsley,1-2,https://www.besoccer.com/match/rotherham-united/barnsley-fc/202175856,2021,22,championship,/match/rotherham-united/barnsley-fc/2021,"Tuesday, 29 December 2020, 20:45", Martin S.,3,0,1,0,Away Win
259,Wycombe Wanderers,Cardiff City,2-1,https://www.besoccer.com/match/wycombe-wanderers/cardiff-city-fc/202175859,2021,22,championship,/match/wycombe-wanderers/cardiff-city-fc/2021,"Tuesday, 29 December 2020, 20:45", Doughty L.,2,0,2,0,Home Win
260,Stoke City,Nottingham Forest,1-1,https://www.besoccer.com/match/stoke-city/nottingham-forest-fc/202175860,2021,22,championship,/match/stoke-city/nottingham-forest-fc/2021,"Tuesday, 29 December 2020, 21:00", Whitestone D.,1,0,0,0,Draw
261,Brentford,AFC Bournemouth,2-1,https://www.besoccer.com/match/brentford/afc-bournemouth/202175850,2021,22,championship,/match/brentford/afc-bournemouth/2021,"Wednesday, 30 December 2020, 18:30", Gillett J.,0,0,1,0,Home Win
262,Swansea City,Reading,0-0,https://www.besoccer.com/match/swansea-city-afc/reading-fc/202175858,2021,22,championship,/match/swansea-city-afc/reading-fc/2021,"Wednesday, 30 December 2020, 21:00", Webb D.,1,0,0,0,Draw
263,Millwall,Watford,0-0,https://www.besoccer.com/match/millwall-fc/watford-fc/202175853,2021,22,championship,/match/millwall-fc/watford-fc/2021,"Tuesday, 26 January 2021, 20:00", Simpson J.,2,0,4,0,Draw
264,Sheffield Wednesday,Derby County,1-0,https://www.besoccer.com/match/sheffield-wednesday-fc/derby-county-fc/202175869,2021,23,championship,/match/sheffield-wednesday-fc/derby-county-fc/2021,"Friday, 01 January 2021, 18:30", Donohue M.,0,0,2,0,Home Win
265,Birmingham City,Blackburn Rovers,0-2,https://www.besoccer.com/match/birmingham-city-fc/blackburn-rovers-fc/202175861,2021,23,championship,/match/birmingham-city-fc/blackburn-rovers-fc/2021,"Saturday, 02 January 2021, 16:00", Ward G.,1,0,3,0,Away Win
266,Huddersfield Town,Reading,1-2,https://www.besoccer.com/match/huddersfield-town-fc/reading-fc/202175863,2021,23,championship,/match/huddersfield-town-fc/reading-fc/2021,"Saturday, 02 January 2021, 16:00", Simpson J.,2,0,1,0,Away Win
267,Millwall,Coventry City,1-2,https://www.besoccer.com/match/millwall-fc/coventry-city/202175865,2021,23,championship,/match/millwall-fc/coventry-city/2021,"Saturday, 02 January 2021, 16:00", Linington J.,3,1,1,0,Away Win
268,Norwich City,Barnsley,1-0,https://www.besoccer.com/match/norwich-city-fc/barnsley-fc/202175866,2021,23,championship,/match/norwich-city-fc/barnsley-fc/2021,"Saturday, 02 January 2021, 16:00", Salisbury G.,0,0,1,0,Home Win
269,Preston North End,Nottingham Forest,0-1,https://www.besoccer.com/match/preston-north-end/nottingham-forest-fc/202175867,2021,23,championship,/match/preston-north-end/nottingham-forest-fc/2021,"Saturday, 02 January 2021, 16:00", Robinson T.,1,0,3,0,Away Win
270,Swansea City,Watford,2-1,https://www.besoccer.com/match/swansea-city-afc/watford-fc/202175871,2021,23,championship,/match/swansea-city-afc/watford-fc/2021,"Saturday, 02 January 2021, 16:00", Bond D.,3,0,2,0,Home Win
271,Wycombe Wanderers,Middlesbrough,1-3,https://www.besoccer.com/match/wycombe-wanderers/middlesbrough-fc/202175872,2021,23,championship,/match/wycombe-wanderers/middlesbrough-fc/2021,"Saturday, 02 January 2021, 16:00", Gillett J.,2,0,3,0,Away Win
272,Stoke City,AFC Bournemouth,0-1,https://www.besoccer.com/match/stoke-city/afc-bournemouth/202175870,2021,23,championship,/match/stoke-city/afc-bournemouth/2021,"Saturday, 02 January 2021, 20:45", Brooks J.,4,0,1,0,Away Win
273,Luton Town,Queens Park Rangers,0-2,https://www.besoccer.com/match/luton-town-fc/queens-park-rangers-fc/202175864,2021,23,championship,/match/luton-town-fc/queens-park-rangers-fc/2021,"Tuesday, 12 January 2021, 20:00", Woolmer A.,0,0,1,0,Away Win
274,Brentford,Bristol City,3-2,https://www.besoccer.com/match/brentford/bristol-city-fc/202175862,2021,23,championship,/match/brentford/bristol-city-fc/2021,"Wednesday, 03 February 2021, 20:45", Robinson T.,0,0,0,0,Home Win
275,Rotherham United,Cardiff City,1-2,https://www.besoccer.com/match/rotherham-united/cardiff-city-fc/202175868,2021,23,championship,/match/rotherham-united/cardiff-city-fc/2021,"Tuesday, 09 February 2021, 20:00", Eltringham G.,0,0,0,0,Away Win
276,Middlesbrough,Birmingham City,0-1,https://www.besoccer.com/match/middlesbrough-fc/birmingham-city-fc/202175880,2021,24,championship,/match/middlesbrough-fc/birmingham-city-fc/2021,"Saturday, 16 January 2021, 13:30", England D.,1,0,2,0,Away Win
277,AFC Bournemouth,Luton Town,0-1,https://www.besoccer.com/match/afc-bournemouth/luton-town-fc/202175873,2021,24,championship,/match/afc-bournemouth/luton-town-fc/2021,"Saturday, 16 January 2021, 16:00", Webb D.,1,1,2,0,Away Win
278,Blackburn Rovers,Stoke City,1-1,https://www.besoccer.com/match/blackburn-rovers-fc/stoke-city/202175875,2021,24,championship,/match/blackburn-rovers-fc/stoke-city/2021,"Saturday, 16 January 2021, 16:00", Eltringham G.,1,0,2,1,Draw
279,Bristol City,Preston North End,2-0,https://www.besoccer.com/match/bristol-city-fc/preston-north-end/202175876,2021,24,championship,/match/bristol-city-fc/preston-north-end/2021,"Saturday, 16 January 2021, 16:00", Whitestone D.,1,0,1,0,Home Win
280,Cardiff City,Norwich City,1-2,https://www.besoccer.com/match/cardiff-city-fc/norwich-city-fc/202175877,2021,24,championship,/match/cardiff-city-fc/norwich-city-fc/2021,"Saturday, 16 January 2021, 16:00", Harrington T.,5,1,0,0,Away Win
281,Derby County,Rotherham United,0-1,https://www.besoccer.com/match/derby-county-fc/rotherham-united/202175879,2021,24,championship,/match/derby-county-fc/rotherham-united/2021,"Saturday, 16 January 2021, 16:00", Linington J.,2,0,1,0,Away Win
282,Nottingham Forest,Millwall,3-1,https://www.besoccer.com/match/nottingham-forest-fc/millwall-fc/202175881,2021,24,championship,/match/nottingham-forest-fc/millwall-fc/2021,"Saturday, 16 January 2021, 16:00", Stroud K.,1,0,0,0,Home Win
283,Watford,Huddersfield Town,2-0,https://www.besoccer.com/match/watford-fc/huddersfield-town-fc/202175884,2021,24,championship,/match/watford-fc/huddersfield-town-fc/2021,"Saturday, 16 January 2021, 16:00", Salisbury G.,3,0,2,0,Home Win
284,Barnsley,Swansea City,0-2,https://www.besoccer.com/match/barnsley-fc/swansea-city-afc/202175874,2021,24,championship,/match/barnsley-fc/swansea-city-afc/2021,"Saturday, 16 January 2021, 20:45", Simpson J.,1,0,1,0,Away Win
285,Coventry City,Sheffield Wednesday,2-0,https://www.besoccer.com/match/coventry-city/sheffield-wednesday-fc/202175878,2021,24,championship,/match/coventry-city/sheffield-wednesday-fc/2021,"Wednesday, 27 January 2021, 20:00", Doughty L.,2,0,3,0,Home Win
286,Reading,Brentford,1-3,https://www.besoccer.com/match/reading-fc/brentford/202175883,2021,24,championship,/match/reading-fc/brentford/2021,"Wednesday, 10 February 2021, 20:00", Harrington T.,1,0,0,0,Away Win
287,Derby County,AFC Bournemouth,1-0,https://www.besoccer.com/match/derby-county-fc/afc-bournemouth/202175886,2021,25,championship,/match/derby-county-fc/afc-bournemouth/2021,"Tuesday, 19 January 2021, 19:00", Langford O.,0,0,1,0,Home Win
288,Reading,Coventry City,3-0,https://www.besoccer.com/match/reading-fc/coventry-city/202175890,2021,25,championship,/match/reading-fc/coventry-city/2021,"Tuesday, 19 January 2021, 19:00", Whitestone D.,3,0,3,1,Home Win
289,Rotherham United,Stoke City,3-3,https://www.besoccer.com/match/rotherham-united/stoke-city/202175887,2021,25,championship,/match/rotherham-united/stoke-city/2021,"Tuesday, 19 January 2021, 20:45", Donohue M.,2,0,1,0,Draw
290,Watford,Barnsley,1-0,https://www.besoccer.com/match/watford-fc/barnsley-fc/202175889,2021,25,championship,/match/watford-fc/barnsley-fc/2021,"Tuesday, 19 January 2021, 20:45", Robinson T.,1,0,1,0,Home Win
291,Norwich City,Bristol City,2-0,https://www.besoccer.com/match/norwich-city-fc/bristol-city-fc/202175895,2021,25,championship,/match/norwich-city-fc/bristol-city-fc/2021,"Wednesday, 20 January 2021, 19:00", Linington J.,1,0,1,0,Home Win
292,Brentford,Luton Town,1-0,https://www.besoccer.com/match/brentford/luton-town-fc/202175892,2021,25,championship,/match/brentford/luton-town-fc/2021,"Wednesday, 20 January 2021, 20:00", Martin S.,3,1,1,1,Home Win
293,Cardiff City,Queens Park Rangers,0-1,https://www.besoccer.com/match/cardiff-city-fc/queens-park-rangers-fc/202175893,2021,25,championship,/match/cardiff-city-fc/queens-park-rangers-fc/2021,"Wednesday, 20 January 2021, 20:00", Bond D.,0,0,3,0,Away Win
294,Huddersfield Town,Millwall,0-1,https://www.besoccer.com/match/huddersfield-town-fc/millwall-fc/202175894,2021,25,championship,/match/huddersfield-town-fc/millwall-fc/2021,"Wednesday, 20 January 2021, 20:00", Bankes P.,0,0,2,0,Away Win
295,Nottingham Forest,Middlesbrough,1-2,https://www.besoccer.com/match/nottingham-forest-fc/middlesbrough-fc/202175896,2021,25,championship,/match/nottingham-forest-fc/middlesbrough-fc/2021,"Wednesday, 20 January 2021, 20:00", Woolmer A.,3,1,2,0,Away Win
296,Birmingham City,Preston North End,0-1,https://www.besoccer.com/match/birmingham-city-fc/preston-north-end/202175891,2021,25,championship,/match/birmingham-city-fc/preston-north-end/2021,"Wednesday, 20 January 2021, 20:45", Harrington T.,2,0,0,0,Away Win
297,Sheffield Wednesday,Wycombe Wanderers,2-0,https://www.besoccer.com/match/sheffield-wednesday-fc/wycombe-wanderers/202175888,2021,25,championship,/match/sheffield-wednesday-fc/wycombe-wanderers/2021,"Tuesday, 09 February 2021, 20:00", Ward G.,0,0,2,0,Home Win
298,Stoke City,Watford,1-2,https://www.besoccer.com/match/stoke-city/watford-fc/202175906,2021,26,championship,/match/stoke-city/watford-fc/2021,"Friday, 22 January 2021, 20:45", Webb D.,1,0,2,0,Away Win
299,Queens Park Rangers,Derby County,0-1,https://www.besoccer.com/match/queens-park-rangers-fc/derby-county-fc/202175905,2021,26,championship,/match/queens-park-rangers-fc/derby-county-fc/2021,"Saturday, 23 January 2021, 16:00", Robinson T.,2,0,1,0,Away Win
300,Preston North End,Reading,0-0,https://www.besoccer.com/match/preston-north-end/reading-fc/202175904,2021,26,championship,/match/preston-north-end/reading-fc/2021,"Sunday, 24 January 2021, 13:30", Eltringham G.,4,0,0,0,Draw
301,Middlesbrough,Blackburn Rovers,0-1,https://www.besoccer.com/match/middlesbrough-fc/blackburn-rovers-fc/202175902,2021,26,championship,/match/middlesbrough-fc/blackburn-rovers-fc/2021,"Sunday, 24 January 2021, 16:00", Whitestone D.,3,0,1,0,Away Win
302,Bristol City,Huddersfield Town,2-1,https://www.besoccer.com/match/bristol-city-fc/huddersfield-town-fc/202175899,2021,26,championship,/match/bristol-city-fc/huddersfield-town-fc/2021,"Tuesday, 26 January 2021, 20:00", Martin S.,3,0,2,0,Home Win
303,Barnsley,Cardiff City,2-2,https://www.besoccer.com/match/barnsley-fc/cardiff-city-fc/202175898,2021,26,championship,/match/barnsley-fc/cardiff-city-fc/2021,"Wednesday, 27 January 2021, 20:00", Woolmer A.,1,0,0,0,Draw
304,Swansea City,Brentford,1-1,https://www.besoccer.com/match/swansea-city-afc/brentford/202175907,2021,26,championship,/match/swansea-city-afc/brentford/2021,"Wednesday, 27 January 2021, 20:00", Brooks J.,5,1,0,0,Draw
305,Millwall,Norwich City,0-0,https://www.besoccer.com/match/millwall-fc/norwich-city-fc/202175903,2021,26,championship,/match/millwall-fc/norwich-city-fc/2021,"Tuesday, 02 February 2021, 19:00", Martin S.,1,0,2,0,Draw
306,AFC Bournemouth,Sheffield Wednesday,1-2,https://www.besoccer.com/match/afc-bournemouth/sheffield-wednesday-fc/202175897,2021,26,championship,/match/afc-bournemouth/sheffield-wednesday-fc/2021,"Tuesday, 02 February 2021, 20:00", Woolmer A.,0,0,1,0,Away Win
307,Coventry City,Nottingham Forest,1-2,https://www.besoccer.com/match/coventry-city/nottingham-forest-fc/202175900,2021,26,championship,/match/coventry-city/nottingham-forest-fc/2021,"Tuesday, 02 February 2021, 20:00", Harrington T.,1,0,4,0,Away Win
308,Wycombe Wanderers,Birmingham City,0-0,https://www.besoccer.com/match/wycombe-wanderers/birmingham-city-fc/202175908,2021,26,championship,/match/wycombe-wanderers/birmingham-city-fc/2021,"Tuesday, 02 February 2021, 20:00", Brooks J.,1,0,1,1,Draw
309,Reading,AFC Bournemouth,3-1,https://www.besoccer.com/match/reading-fc/afc-bournemouth/202175917,2021,27,championship,/match/reading-fc/afc-bournemouth/2021,"Friday, 29 January 2021, 21:00", Linington J.,1,0,1,0,Home Win
310,Norwich City,Middlesbrough,0-0,https://www.besoccer.com/match/norwich-city-fc/middlesbrough-fc/202175915,2021,27,championship,/match/norwich-city-fc/middlesbrough-fc/2021,"Saturday, 30 January 2021, 13:30", Stroud K.,2,1,2,0,Draw
311,Birmingham City,Coventry City,1-1,https://www.besoccer.com/match/birmingham-city-fc/coventry-city/202175909,2021,27,championship,/match/birmingham-city-fc/coventry-city/2021,"Saturday, 30 January 2021, 16:00", Eltringham G.,3,0,1,0,Draw
312,Blackburn Rovers,Luton Town,1-0,https://www.besoccer.com/match/blackburn-rovers-fc/luton-town-fc/202175910,2021,27,championship,/match/blackburn-rovers-fc/luton-town-fc/2021,"Saturday, 30 January 2021, 16:00", Simpson J.,1,0,1,0,Home Win
313,Brentford,Wycombe Wanderers,7-2,https://www.besoccer.com/match/brentford/wycombe-wanderers/202175911,2021,27,championship,/match/brentford/wycombe-wanderers/2021,"Saturday, 30 January 2021, 16:00", Salisbury G.,0,0,1,0,Home Win
314,Cardiff City,Millwall,1-1,https://www.besoccer.com/match/cardiff-city-fc/millwall-fc/202175912,2021,27,championship,/match/cardiff-city-fc/millwall-fc/2021,"Saturday, 30 January 2021, 16:00", Donohue M.,3,0,0,0,Draw
315,Derby County,Bristol City,1-0,https://www.besoccer.com/match/derby-county-fc/bristol-city-fc/202175913,2021,27,championship,/match/derby-county-fc/bristol-city-fc/2021,"Saturday, 30 January 2021, 16:00", England D.,1,0,1,0,Home Win
316,Huddersfield Town,Stoke City,1-1,https://www.besoccer.com/match/huddersfield-town-fc/stoke-city/202175914,2021,27,championship,/match/huddersfield-town-fc/stoke-city/2021,"Saturday, 30 January 2021, 16:00", Ward G.,0,0,0,0,Draw
317,Nottingham Forest,Barnsley,0-0,https://www.besoccer.com/match/nottingham-forest-fc/barnsley-fc/202175916,2021,27,championship,/match/nottingham-forest-fc/barnsley-fc/2021,"Saturday, 30 January 2021, 16:00", Doughty L.,1,0,2,0,Draw
318,Rotherham United,Swansea City,1-3,https://www.besoccer.com/match/rotherham-united/swansea-city-afc/202175918,2021,27,championship,/match/rotherham-united/swansea-city-afc/2021,"Saturday, 30 January 2021, 16:00", Harrington T.,1,0,1,0,Away Win
319,Sheffield Wednesday,Preston North End,1-0,https://www.besoccer.com/match/sheffield-wednesday-fc/preston-north-end/202175919,2021,27,championship,/match/sheffield-wednesday-fc/preston-north-end/2021,"Saturday, 30 January 2021, 16:00", Marriner A.,1,0,1,0,Home Win
320,Watford,Queens Park Rangers,1-2,https://www.besoccer.com/match/watford-fc/queens-park-rangers-fc/202175920,2021,27,championship,/match/watford-fc/queens-park-rangers-fc/2021,"Monday, 01 February 2021, 20:45", Gillett J.,2,0,1,0,Away Win
321,Swansea City,Norwich City,2-0,https://www.besoccer.com/match/swansea-city-afc/norwich-city-fc/202175931,2021,28,championship,/match/swansea-city-afc/norwich-city-fc/2021,"Friday, 05 February 2021, 21:15", Hooper S.,3,0,2,0,Home Win
322,Coventry City,Watford,0-0,https://www.besoccer.com/match/coventry-city/watford-fc/202175924,2021,28,championship,/match/coventry-city/watford-fc/2021,"Saturday, 06 February 2021, 13:30", Scott G.,0,0,2,0,Draw
323,AFC Bournemouth,Birmingham City,3-2,https://www.besoccer.com/match/afc-bournemouth/birmingham-city-fc/202175921,2021,28,championship,/match/afc-bournemouth/birmingham-city-fc/2021,"Saturday, 06 February 2021, 16:00", Simpson J.,1,0,2,0,Home Win
324,Bristol City,Cardiff City,0-2,https://www.besoccer.com/match/bristol-city-fc/cardiff-city-fc/202175923,2021,28,championship,/match/bristol-city-fc/cardiff-city-fc/2021,"Saturday, 06 February 2021, 16:00", Gillett J.,3,0,2,0,Away Win
325,Luton Town,Huddersfield Town,1-1,https://www.besoccer.com/match/luton-town-fc/huddersfield-town-fc/202175925,2021,28,championship,/match/luton-town-fc/huddersfield-town-fc/2021,"Saturday, 06 February 2021, 16:00", Doughty L.,1,0,3,1,Draw
326,Middlesbrough,Brentford,1-4,https://www.besoccer.com/match/middlesbrough-fc/brentford/202175926,2021,28,championship,/match/middlesbrough-fc/brentford/2021,"Saturday, 06 February 2021, 16:00", Bond D.,1,0,2,0,Away Win
327,Millwall,Sheffield Wednesday,4-1,https://www.besoccer.com/match/millwall-fc/sheffield-wednesday-fc/202175927,2021,28,championship,/match/millwall-fc/sheffield-wednesday-fc/2021,"Saturday, 06 February 2021, 16:00", Eltringham G.,1,0,1,0,Home Win
328,Preston North End,Rotherham United,1-2,https://www.besoccer.com/match/preston-north-end/rotherham-united/202175928,2021,28,championship,/match/preston-north-end/rotherham-united/2021,"Saturday, 06 February 2021, 16:00", Ward G.,1,0,3,0,Away Win
329,Queens Park Rangers,Blackburn Rovers,1-0,https://www.besoccer.com/match/queens-park-rangers-fc/blackburn-rovers-fc/202175929,2021,28,championship,/match/queens-park-rangers-fc/blackburn-rovers-fc/2021,"Saturday, 06 February 2021, 16:00", Harrington T.,3,0,2,0,Home Win
330,Stoke City,Reading,0-0,https://www.besoccer.com/match/stoke-city/reading-fc/202175930,2021,28,championship,/match/stoke-city/reading-fc/2021,"Saturday, 06 February 2021, 16:00", Robinson T.,3,0,0,0,Draw
331,Wycombe Wanderers,Nottingham Forest,0-3,https://www.besoccer.com/match/wycombe-wanderers/nottingham-forest-fc/202175932,2021,28,championship,/match/wycombe-wanderers/nottingham-forest-fc/2021,"Saturday, 06 February 2021, 16:00", Linington J.,0,0,0,0,Away Win
332,Blackburn Rovers,Preston North End,1-2,https://www.besoccer.com/match/blackburn-rovers-fc/preston-north-end/202175934,2021,29,championship,/match/blackburn-rovers-fc/preston-north-end/2021,"Friday, 12 February 2021, 20:45", Webb D.,0,0,2,0,Away Win
333,Nottingham Forest,AFC Bournemouth,0-0,https://www.besoccer.com/match/nottingham-forest-fc/afc-bournemouth/202175940,2021,29,championship,/match/nottingham-forest-fc/afc-bournemouth/2021,"Saturday, 13 February 2021, 13:30", Kavanagh C.,2,0,1,0,Draw
334,Birmingham City,Luton Town,0-1,https://www.besoccer.com/match/birmingham-city-fc/luton-town-fc/202175933,2021,29,championship,/match/birmingham-city-fc/luton-town-fc/2021,"Saturday, 13 February 2021, 16:00", Ward G.,2,0,1,0,Away Win
335,Cardiff City,Coventry City,3-1,https://www.besoccer.com/match/cardiff-city-fc/coventry-city/202175936,2021,29,championship,/match/cardiff-city-fc/coventry-city/2021,"Saturday, 13 February 2021, 16:00", Linington J.,3,0,1,0,Home Win
336,Derby County,Middlesbrough,2-1,https://www.besoccer.com/match/derby-county-fc/middlesbrough-fc/202175937,2021,29,championship,/match/derby-county-fc/middlesbrough-fc/2021,"Saturday, 13 February 2021, 16:00", Donohue M.,2,0,1,0,Home Win
337,Huddersfield Town,Wycombe Wanderers,2-3,https://www.besoccer.com/match/huddersfield-town-fc/wycombe-wanderers/202175938,2021,29,championship,/match/huddersfield-town-fc/wycombe-wanderers/2021,"Saturday, 13 February 2021, 16:00", Stroud K.,4,0,4,0,Away Win
338,Norwich City,Stoke City,4-1,https://www.besoccer.com/match/norwich-city-fc/stoke-city/202175939,2021,29,championship,/match/norwich-city-fc/stoke-city/2021,"Saturday, 13 February 2021, 16:00", Simpson J.,0,0,2,0,Home Win
339,Reading,Millwall,1-2,https://www.besoccer.com/match/reading-fc/millwall-fc/202175941,2021,29,championship,/match/reading-fc/millwall-fc/2021,"Saturday, 13 February 2021, 16:00", Woolmer A.,0,0,2,0,Away Win
340,Watford,Bristol City,6-0,https://www.besoccer.com/match/watford-fc/bristol-city-fc/202175944,2021,29,championship,/match/watford-fc/bristol-city-fc/2021,"Saturday, 13 February 2021, 16:00", Brooks J.,2,0,3,0,Home Win
341,Brentford,Barnsley,0-2,https://www.besoccer.com/match/brentford/barnsley-fc/202175935,2021,29,championship,/match/brentford/barnsley-fc/2021,"Sunday, 14 February 2021, 14:00", Coote D.,1,0,4,0,Away Win
342,Preston North End,Watford,0-1,https://www.besoccer.com/match/preston-north-end/watford-fc/202175948,2021,30,championship,/match/preston-north-end/watford-fc/2021,"Tuesday, 16 February 2021, 20:00", Harrington T.,0,0,1,0,Away Win
343,Stoke City,Sheffield Wednesday,1-0,https://www.besoccer.com/match/stoke-city/sheffield-wednesday-fc/202175950,2021,30,championship,/match/stoke-city/sheffield-wednesday-fc/2021,"Tuesday, 16 February 2021, 20:00", Linington J.,1,0,1,0,Home Win
344,Bristol City,Reading,0-2,https://www.besoccer.com/match/bristol-city-fc/reading-fc/202175945,2021,30,championship,/match/bristol-city-fc/reading-fc/2021,"Tuesday, 16 February 2021, 20:45", Langford O.,4,0,3,0,Away Win
345,Middlesbrough,Huddersfield Town,2-1,https://www.besoccer.com/match/middlesbrough-fc/huddersfield-town-fc/202175947,2021,30,championship,/match/middlesbrough-fc/huddersfield-town-fc/2021,"Tuesday, 16 February 2021, 20:45", Simpson J.,1,1,1,0,Home Win
346,Wycombe Wanderers,Derby County,1-2,https://www.besoccer.com/match/wycombe-wanderers/derby-county-fc/202175949,2021,30,championship,/match/wycombe-wanderers/derby-county-fc/2021,"Tuesday, 16 February 2021, 20:45", Friend K.,2,0,2,0,Away Win
347,Luton Town,Cardiff City,0-2,https://www.besoccer.com/match/luton-town-fc/cardiff-city-fc/202175946,2021,30,championship,/match/luton-town-fc/cardiff-city-fc/2021,"Tuesday, 16 February 2021, 21:15", Robinson T.,0,0,1,0,Away Win
348,Coventry City,Norwich City,0-2,https://www.besoccer.com/match/coventry-city/norwich-city-fc/202175953,2021,30,championship,/match/coventry-city/norwich-city-fc/2021,"Wednesday, 17 February 2021, 20:00", Gillett J.,1,0,3,0,Away Win
349,Millwall,Birmingham City,2-0,https://www.besoccer.com/match/millwall-fc/birmingham-city-fc/202175954,2021,30,championship,/match/millwall-fc/birmingham-city-fc/2021,"Wednesday, 17 February 2021, 20:00", Bond D.,2,0,2,0,Home Win
350,Queens Park Rangers,Brentford,2-1,https://www.besoccer.com/match/queens-park-rangers-fc/brentford/202175955,2021,30,championship,/match/queens-park-rangers-fc/brentford/2021,"Wednesday, 17 February 2021, 20:00", Ward G.,5,0,1,0,Home Win
351,Swansea City,Nottingham Forest,1-0,https://www.besoccer.com/match/swansea-city-afc/nottingham-forest-fc/202175956,2021,30,championship,/match/swansea-city-afc/nottingham-forest-fc/2021,"Wednesday, 17 February 2021, 20:00", Eltringham G.,1,0,0,0,Home Win
352,Barnsley,Blackburn Rovers,2-1,https://www.besoccer.com/match/barnsley-fc/blackburn-rovers-fc/202175952,2021,30,championship,/match/barnsley-fc/blackburn-rovers-fc/2021,"Wednesday, 17 February 2021, 20:45", Donohue M.,1,0,1,0,Home Win
353,AFC Bournemouth,Rotherham United,1-0,https://www.besoccer.com/match/afc-bournemouth/rotherham-united/202175951,2021,30,championship,/match/afc-bournemouth/rotherham-united/2021,"Wednesday, 17 February 2021, 21:15", Stroud K.,0,0,3,0,Home Win
354,Watford,Derby County,2-1,https://www.besoccer.com/match/watford-fc/derby-county-fc/202175968,2021,31,championship,/match/watford-fc/derby-county-fc/2021,"Friday, 19 February 2021, 20:45", Robinson T.,2,0,2,0,Home Win
355,Coventry City,Brentford,2-0,https://www.besoccer.com/match/coventry-city/brentford/202175959,2021,31,championship,/match/coventry-city/brentford/2021,"Saturday, 20 February 2021, 13:30", Martin S.,2,0,0,0,Home Win
356,Bristol City,Barnsley,0-1,https://www.besoccer.com/match/bristol-city-fc/barnsley-fc/202175957,2021,31,championship,/match/bristol-city-fc/barnsley-fc/2021,"Saturday, 20 February 2021, 16:00", Linington J.,1,0,2,0,Away Win
357,Cardiff City,Preston North End,4-0,https://www.besoccer.com/match/cardiff-city-fc/preston-north-end/202175958,2021,31,championship,/match/cardiff-city-fc/preston-north-end/2021,"Saturday, 20 February 2021, 16:00", Simpson J.,2,0,0,0,Home Win
358,Huddersfield Town,Swansea City,4-1,https://www.besoccer.com/match/huddersfield-town-fc/swansea-city-afc/202175960,2021,31,championship,/match/huddersfield-town-fc/swansea-city-afc/2021,"Saturday, 20 February 2021, 16:00", Brooks J.,1,0,1,0,Home Win
359,Millwall,Wycombe Wanderers,0-0,https://www.besoccer.com/match/millwall-fc/wycombe-wanderers/202175961,2021,31,championship,/match/millwall-fc/wycombe-wanderers/2021,"Saturday, 20 February 2021, 16:00", Gillett J.,2,0,1,0,Draw
360,Norwich City,Rotherham United,1-0,https://www.besoccer.com/match/norwich-city-fc/rotherham-united/202175962,2021,31,championship,/match/norwich-city-fc/rotherham-united/2021,"Saturday, 20 February 2021, 16:00", Harrington T.,0,0,1,0,Home Win
361,Nottingham Forest,Blackburn Rovers,1-0,https://www.besoccer.com/match/nottingham-forest-fc/blackburn-rovers-fc/202175963,2021,31,championship,/match/nottingham-forest-fc/blackburn-rovers-fc/2021,"Saturday, 20 February 2021, 16:00", Stroud K.,2,0,1,0,Home Win
